"price","profit","visitors","age","time"
2100,29,8274,2357,2015-12-01
26,0,108,620,2015-12-01
2500,164,75742,1047,2015-12-01
925,35,4773,3239,2015-11-30
4500,91,51434,896,2015-11-30
470,16,17661,500,2015-11-30
101,3,4600,773,2015-11-30
425,20,864,1808,2015-11-30
1999,296,44054,1747,2015-11-29
2000,19,11273,561,2015-11-29
550,18,4881,1442,2015-11-29
2550,195,5456,712,2015-11-29
375,74,2630,1808,2015-11-28
4150,167,18711,773,2015-11-27
850,-16,3345,743,2015-11-27
500,-9,3714,957,2015-11-27
1400,102,14118,957,2015-11-26
3200,62,23910,1687,2015-11-26
250,-10,73,592,2015-11-26
2000,149,8500,592,2015-11-26
116,-14,0,682,2015-11-24
51,0,493,651,2015-11-24
7500,239,13727,1412,2015-11-23
69,0,56,592,2015-11-23
1000,26,9217,1291,2015-11-22
401,67,923,712,2015-11-22
130,1,1866,712,2015-11-22
1000,79,1455,1291,2015-11-21
899,2,283,957,2015-11-21
1301,-46,16029,1016,2015-11-21
6000,457,4160,439,2015-11-21
800,44,9333,1291,2015-11-20
50,327,77488,1869,2015-11-19
50,-2,460,1412,2015-11-19
300,5,257,651,2015-11-19
50,-5,266,561,2015-11-19
105,16,724,439,2015-11-18
850,16,2860,651,2015-11-17
450,28,746,651,2015-11-17
4000,564,77097,682,2015-11-16
205,0,65,1350,2015-11-16
501,-4,587,3117,2015-11-16
185,23,29,592,2015-11-16
5000,896,38852,2722,2015-11-15
60,0,988,620,2015-11-15
399,43,1043,439,2015-11-15
3000,295,46440,804,2015-11-15
325,5,457,1230,2015-11-15
8000,-231,74052,2842,2015-11-14
1500,320,14144,439,2015-11-14
342,12,565,592,2015-11-14
625,4,5292,865,2015-11-14
305,0,123,2811,2015-11-14
400,142,2609,439,2015-11-14
1350,76,11884,957,2015-11-13
5300,211,95272,804,2015-11-13
1500,276,4840,561,2015-11-13
80,0,305,439,2015-11-12
250,1,0,1381,2015-11-12
116,0,68,6495,2015-11-12
1101,64,32701,2722,2015-11-12
3000,108,8181,1381,2015-11-11
850,271,13305,743,2015-11-11
1300,130,153368,500,2015-11-11
7601,1270,8660,773,2015-11-10
3200,642,41781,926,2015-11-10
75,0,88,1138,2015-11-10
505,61,1755,1169,2015-11-09
379,13,1025,1656,2015-11-09
8550,687,5133,985,2015-11-09
1000,21,11415,1656,2015-11-09
800,250,0,592,2015-11-08
500,-13,338,561,2015-11-08
499,4,131,835,2015-11-07
7000,1143,11831,743,2015-11-05
9000,163,23399,773,2015-11-05
5000,49,3917,1077,2015-11-04
900,57,14891,2842,2015-11-04
1300,98,32535,1473,2015-11-04
650,40,0,3269,2015-11-03
1200,50,3836,561,2015-11-03
3000,248,26918,1169,2015-11-03
40,-2,204,1687,2015-11-03
230,6,124,3330,2015-11-01
750,6,3292,2903,2015-10-31
3500,10,1398,6860,2015-10-30
25,0,55,1869,2015-10-30
3650,236,4658,651,2015-10-30
999,29,5989,651,2015-10-29
1800,79,20878,957,2015-10-29
1450,0,3302,3514,2015-10-29
516,9,1816,1322,2015-10-29
801,-6,569,1595,2015-10-28
2050,1,2607,1047,2015-10-28
5500,404,35535,743,2015-10-28
500,165,42999,1961,2015-10-28
201,0,1486,773,2015-10-27
310,306,0,592,2015-10-27
655,-10,3980,651,2015-10-27
200,22,6459,865,2015-10-26
100,223,450,620,2015-10-26
400,6,1004,561,2015-10-26
399,5,0,651,2015-10-26
355,4,0,1138,2015-10-26
330,84,29569,957,2015-10-25
750,3,3463,1687,2015-10-24
150,233,0,651,2015-10-24
3300,85,5449,5309,2015-10-24
1250,209,1532,500,2015-10-23
250,-5,112,2599,2015-10-23
225,0,4309,592,2015-10-23
100,0,3912,651,2015-10-23
1000,27,15338,743,2015-10-22
850,70,20127,926,2015-10-22
625,0,1142,4303,2015-10-22
1300,657,12135,439,2015-10-21
2850,132,7673,1473,2015-10-21
450,86,30647,712,2015-10-21
315,3,1639,500,2015-10-20
4500,250,43700,743,2015-10-20
2900,-12,14894,1565,2015-10-20
799,-1,1306,1869,2015-10-20
365,22,1387,985,2015-10-20
399,4,1313,1200,2015-10-20
900,6,14388,1169,2015-10-20
80,-1,168,1322,2015-10-20
3000,220,107825,865,2015-10-19
500,104,13222,470,2015-10-19
856,39,4216,804,2015-10-19
46,-20,6,926,2015-10-19
250,9,1683,1169,2015-10-18
2100,306,663,3177,2015-10-18
50,9,175,712,2015-10-17
5600,365,23983,896,2015-10-17
805,23,12862,743,2015-10-17
5000,214,68768,2296,2015-10-17
5000,200,51560,1473,2015-10-16
1801,54,6420,985,2015-10-16
400,0,921,865,2015-10-16
1200,140,1762,439,2015-10-16
2050,88,35690,561,2015-10-16
305,26,3263,592,2015-10-16
2000,3,5000,500,2015-10-15
300,18,788,2357,2015-10-14
550,19,3138,2661,2015-10-14
998,-1,775,3453,2015-10-14
1100,59,3294,1138,2015-10-13
3000,144,37597,1473,2015-10-13
160,25,1025,743,2015-10-13
5600,268,77720,985,2015-10-13
2000,55,6099,4152,2015-10-13
200,24,29929,561,2015-10-13
3350,4142,51875,865,2015-10-12
2999,258,856071,682,2015-10-12
100,3,877,1839,2015-10-12
50,0,0,835,2015-10-11
370,40,1877,470,2015-10-11
1701,100,7957,3726,2015-10-11
2500,-7,694,561,2015-10-10
3050,13,348,1473,2015-10-10
1263,114,29817,1869,2015-10-10
1800,170,18388,651,2015-10-09
1460,27,1780,2296,2015-10-09
161,14,2668,592,2015-10-09
1000,16,16341,2081,2015-10-09
300,238,15459,470,2015-10-07
4050,190,14402,1534,2015-10-06
3300,146,36806,1261,2015-10-06
2000,0,2804,408,2015-10-06
1800,1,1672,3787,2015-10-06
570,18,9027,500,2015-10-05
2665,18,670,1961,2015-10-05
2400,317,10776,743,2015-10-04
136,3,717,682,2015-10-04
21,0,420,531,2015-10-03
100,1,89,3239,2015-10-03
210,-1,654,712,2015-10-03
570,50,1199,531,2015-10-03
500,-5,319,651,2015-10-02
1300,240,15388,561,2015-10-02
3000,76,9349,1656,2015-10-02
1800,98,95466,712,2015-10-01
250,0,45,561,2015-10-01
78,-14,0,682,2015-10-01
3300,2228,1003,531,2015-09-29
7200,304,3861,957,2015-09-28
550,5,813,1291,2015-09-27
1200,40,94499,1565,2015-09-26
300,8,0,651,2015-09-26
850,0,1724,592,2015-09-25
1000,174,306953,500,2015-09-24
451,95,301,1381,2015-09-24
2600,8,1444,1687,2015-09-24
900,41,11552,470,2015-09-23
400,334,12859,804,2015-09-23
1550,331,20176,500,2015-09-23
2850,30,5765,2112,2015-09-22
2100,198,14936,1138,2015-09-22
2200,163,6306,3542,2015-09-21
2000,38,22729,804,2015-09-21
2200,-39,4243,5156,2015-09-20
2000,110,19197,896,2015-09-20
110,4,625,439,2015-09-20
58,1,157,926,2015-09-20
140,13,3590,651,2015-09-20
500,-5,157,1291,2015-09-20
600,8,2085,1716,2015-09-20
5000,127,5652,1747,2015-09-18
600,362,2100,500,2015-09-17
5250,157,4930,1778,2015-09-16
1100,122,1669,1047,2015-09-16
355,0,3806,439,2015-09-16
750,16,8872,2081,2015-09-15
600,13,253,500,2015-09-13
800,2,8420,561,2015-09-13
7000,113,69879,531,2015-09-12
97,0,2,439,2015-09-12
550,21,2472,1656,2015-09-12
300,158,4803,470,2015-09-11
121,0,111,592,2015-09-11
5000,336,17731,835,2015-09-11
85,41,3844,531,2015-09-08
2500,95,17421,865,2015-09-07
2000,229,2153,592,2015-09-07
1500,140,18988,1656,2015-07-15
5000,39,5233,1716,2015-07-14
100,192,20389,1381,2015-07-14
5000,482,26372,1077,2015-07-07
2315,45,2204,1108,2015-06-14
1150,557,61318,773,2015-06-07
60,18,352,1442,2015-06-04
150,2,678,1016,2015-06-04
545,10,95,1200,2015-06-01
3950,61,23812,3999,2015-05-28
2500,937,153695,773,2015-05-21
1550,124,70985,651,2015-05-11
749,7,4711,1716,2015-05-04
2000,251,12727,1442,2015-04-23
3550,452,338313,1230,2015-04-07
500,-8,319,2873,2015-04-07
475,24,1821,2081,2015-04-06
405,14,2369,1565,2015-04-06
200,-3,1638,1016,2015-04-02
1000,10,2580,2387,2015-03-30
8050,-150,137990,4456,2015-03-27
525,19,8888,1778,2015-03-26
75,2,221,1322,2015-03-18
555,29,10756,1169,2015-03-17
315,-1,114,1016,2015-03-16
2500,97,5656,926,2015-03-15
3500,48,6684,682,2015-03-14
520,158,6573,835,2015-03-13
905,71,884,773,2015-03-12
1250,34,9682,743,2015-03-12
110,2,110,2599,2015-03-12
8995,35,13557,2811,2015-03-12
805,79,20753,804,2015-03-12
550,8,4891,1230,2015-03-11
2300,49,2336,1230,2015-03-10
1555,-10,317,2173,2015-03-09
225,24,11619,1016,2015-03-09
3800,322,21779,1716,2015-03-07
145,90,606,1565,2015-03-06
1000,-50,205,1138,2015-03-06
1950,0,17400,1381,2015-03-06
1510,-7,1120,1108,2015-03-04
4800,154,6293,1230,2015-03-04
2500,121,29926,743,2015-03-03
1890,726,14283,926,2015-03-03
126,11,758,1016,2015-03-03
400,11,2662,1291,2015-03-03
180,7,20335,835,2015-03-03
800,21,7611,804,2015-03-02
800,285,45386,773,2015-03-02
280,60,6211,1047,2015-03-02
200,11,16768,1047,2015-03-02
1100,2291,0,712,2015-03-01
3001,409,13152,804,2015-03-01
55,-8,1879,1138,2015-02-28
130,12,871,1169,2015-02-28
2850,47,19273,6375,2015-02-28
215,10,755,3907,2015-02-27
700,15,8704,926,2015-02-27
1850,129,1816,804,2015-02-26
8938,371,43328,712,2015-02-26
2500,141,102083,773,2015-02-25
1999,91,18284,1869,2015-02-25
1000,159,6878,2022,2015-02-24
2125,153,102798,804,2015-02-23
601,92,26434,712,2015-02-22
500,2,167,1230,2015-02-22
1750,116,24844,3542,2015-02-21
605,68,273,1261,2015-02-21
870,72,40601,1138,2015-02-21
2200,144,3463,1169,2015-02-21
225,25,388,985,2015-02-21
100,13,4700,957,2015-02-20
350,10,2010,1350,2015-02-20
16,0,7,896,2015-02-20
250,8,2794,835,2015-02-20
1700,134,5039,865,2015-02-19
87,5,41,4975,2015-02-19
550,49,953,773,2015-02-18
175,11,1026,712,2015-02-18
400,0,4577,1778,2015-02-18
100,4,965,957,2015-02-18
199,15,1702,712,2015-02-17
3200,226,6904,2783,2015-02-17
175,64,10021,712,2015-02-16
2000,277,3281,712,2015-02-16
4999,281,23040,804,2015-02-14
875,26,5172,1839,2015-02-13
7000,890,102291,1442,2015-02-12
2000,54,4304,1322,2015-02-12
2000,97,9162,1138,2015-02-12
305,58,689,896,2015-02-12
155,18,10016,2053,2015-02-12
500,4,1043,773,2015-02-12
2400,21,4290,1169,2015-02-12
3900,-8,3164,1442,2015-02-12
2100,150,28245,773,2015-02-11
130,0,379,2081,2015-02-11
500,2,284,957,2015-02-11
125,0,417,3848,2015-02-11
3000,245,24250,926,2015-02-10
8000,406,87303,1261,2015-02-10
25,0,61,835,2015-02-10
236,4,1133,2204,2015-02-10
80,60,4001,712,2015-02-09
300,2,1664,1412,2015-02-09
505,0,5476,896,2015-02-09
550,51,1538,743,2015-02-08
1540,29,15154,1291,2015-02-08
200,0,2381,743,2015-02-08
315,0,1240,3148,2015-02-08
4000,21,2652,6436,2015-02-08
599,66,1527,712,2015-02-07
369,7,615,1381,2015-02-07
7000,-27,172810,1595,2015-02-07
475,42,16414,3177,2015-02-07
280,34,2581,743,2015-02-06
6800,796,387,1169,2015-02-06
1350,39,15384,1595,2015-02-06
1851,64,3270,2143,2015-02-06
595,12,410,1961,2015-02-06
100,-5,756,773,2015-02-06
1406,142,18259,712,2015-02-05
220,0,2123,1230,2015-02-05
1250,89,31640,1839,2015-02-05
750,159,6363,712,2015-02-04
3550,73,9471,3148,2015-02-04
1700,240,3185,835,2015-02-04
6158,362,28028,1595,2015-02-04
3900,270,74983,1412,2015-02-03
78,23,229,1442,2015-02-03
164,23,91,1442,2015-02-03
230,-2,2370,3695,2015-02-02
375,363,3984,773,2015-02-01
249,-10,553,4122,2015-01-31
1450,30,2658,2387,2015-01-31
1500,26,3851,3361,2015-01-31
1500,1,186,804,2015-01-30
8501,946,422630,773,2015-01-27
8500,290,12863,5156,2015-01-27
1150,8,6718,926,2015-01-27
200,-5,159,2508,2015-01-27
500,5,2955,3422,2015-01-26
3000,80,17903,1565,2015-01-25
685,7,402,3422,2015-01-25
5050,135,10349,1047,2015-01-24
144,76,660,743,2015-01-23
125,2,0,804,2015-01-23
1000,275,20264,804,2015-01-23
1650,17,604,5279,2015-01-23
105,18,784,743,2015-01-22
1200,83,200040,1503,2015-01-22
65,0,466,1992,2015-01-21
955,20,1725,1047,2015-01-21
38,-1,95,1322,2015-01-21
500,14,1767,3695,2015-01-21
5150,-254,14264,1808,2015-01-21
505,-3,586,3422,2015-01-20
2600,31,5282,1565,2015-01-20
149,10,722,743,2015-01-19
455,28,1511,773,2015-01-19
355,4,1502,1016,2015-01-19
565,290,240,835,2015-01-19
2000,19,6060,4638,2015-01-18
1150,99,71292,2296,2015-01-16
7700,280,13951,865,2015-01-15
10,7,1589,714,2015-01-14
2100,140,6506,2387,2015-01-14
777,105,11526,2053,2015-01-14
500,5,641,1992,2015-01-13
1000,8,5207,743,2015-01-13
115,-4,247,3330,2015-01-13
855,30,4104,804,2015-01-12
160,-1,127,1534,2015-01-12
400,0,220,2630,2015-01-11
4050,452,177517,1138,2015-01-10
3888,362,7649,773,2015-01-09
305,9,963,1931,2015-01-09
300,10,942,773,2015-01-08
995,-36,4420,1412,2015-01-08
4437,493,615,773,2015-01-08
1400,-2,515,3117,2015-01-06
150,1,264,865,2015-01-04
6000,322,56781,1808,2015-01-03
501,100,25341,1169,2015-01-03
3999,392,8795,2053,2015-01-02
320,23,467,1322,2015-01-02
1000,1,1010,1503,2014-12-31
2500,7,4537,4395,2014-12-31
800,6,5105,926,2014-12-31
270,-2,152,1565,2014-12-30
305,-4,254,3361,2014-12-30
50,4,2290,1656,2014-12-30
2750,16,1411,7286,2014-12-29
280,101,30703,1138,2014-12-26
2150,51,13904,1322,2014-12-25
850,-13,10418,896,2014-12-24
818,9,3785,1230,2014-12-23
95,0,58,2418,2014-12-23
171,-6,1703,865,2014-12-23
850,67,110,835,2014-12-22
2222,300,7790,926,2014-12-22
155,0,134,3542,2014-12-22
3700,132,16826,2173,2014-12-21
110,0,1531,835,2014-12-20
10000,642,10475,2418,2014-12-19
500,671,3004,1931,2014-12-18
400,17,5706,2204,2014-12-17
105,37,3405,743,2014-12-17
650,0,976,804,2014-12-16
150,9,0,1261,2014-12-16
501,-5,946,3422,2014-12-16
601,550,314,2081,2014-12-15
170,8,2778,1016,2014-12-15
400,14,15704,985,2014-12-15
200,41,4918,957,2014-12-15
300,34,4808,1291,2014-12-15
2000,94,203,1687,2014-12-15
50,5,580,1047,2014-12-15
100,0,4125,2508,2014-12-14
360,0,183,3422,2014-12-13
300,3,3696,926,2014-12-12
260,133,310,957,2014-12-11
4040,55,4333,1200,2014-12-11
60,10,2150,1108,2014-12-11
65,4,462,2783,2014-12-10
2000,233,13609,957,2014-12-10
1050,49,4807,1169,2014-12-09
900,9,4289,1595,2014-12-09
130,-5,642,3330,2014-12-09
350,32,1417,1138,2014-12-08
811,-83,7688,804,2014-12-07
500,85,1229,835,2014-12-05
1000,13,2762,1503,2014-12-05
1199,157,3208,773,2014-12-04
3150,136,10819,1716,2014-12-04
455,0,87,743,2014-12-04
225,26,5945,1565,2014-12-02
897,88,1713,957,2014-12-01
2250,12,821,2752,2014-11-30
7,0,135,804,2014-11-30
1000,-25,11793,4853,2014-11-29
670,196,4644,1442,2014-11-29
9505,101,10454,6099,2014-11-29
3000,91,73172,3117,2014-11-28
800,20,1080,2661,2014-11-28
705,1,3585,4669,2014-11-28
795,80,1515,985,2014-11-28
7500,225,7235,1291,2014-11-28
2400,10,8498,2995,2014-11-28
2500,217,22407,1016,2014-11-28
300,4,3604,865,2014-11-27
100,23,295,1442,2014-11-27
1400,166,41994,1200,2014-11-26
3050,87,1367,1442,2014-11-25
5500,146,6032,1169,2014-11-24
4000,4,0,2569,2014-11-23
70,7,2289,896,2014-11-23
3000,190,25437,1747,2014-11-21
455,104,5182,985,2014-11-21
5550,137,8458,6039,2014-11-21
861,41,14224,2964,2014-11-20
1551,1291,1348,1016,2014-11-20
2150,152,338,1747,2014-11-20
651,33,753,985,2014-11-19
1680,85,112,4183,2014-11-19
161,22,557,1016,2014-11-19
5200,816,15561,1656,2014-11-19
500,-3,1518,2934,2014-11-19
1800,279,49641,1169,2014-11-18
900,10,2844,804,2014-11-18
1590,236,13721,1077,2014-11-17
750,129,5759,804,2014-11-17
305,67,12875,926,2014-11-17
101,1,716,2842,2014-11-17
50,23,730,1442,2014-11-17
531,-5,1847,1747,2014-11-17
401,30,5040,1169,2014-11-17
6000,154,18092,4060,2014-11-16
630,47,1808,4272,2014-11-16
1101,30,10147,957,2014-11-15
200,16,11482,865,2014-11-15
3025,42,20184,1473,2014-11-15
150,0,1201,1747,2014-11-14
2997,0,110,926,2014-11-14
800,450,78478,1108,2014-11-13
375,56,5375,804,2014-11-11
2750,556,44390,804,2014-11-11
255,32,583,773,2014-11-11
1900,0,12756,985,2014-11-10
150,23,55,1442,2014-11-09
221,16,2318,1442,2014-11-09
307,422,21429,865,2014-11-09
195,-1,2089,985,2014-11-08
5000,232,44807,3665,2014-11-08
5000,500,3684,1473,2014-11-08
1500,46,6250,1047,2014-11-07
407,53,5730,1687,2014-11-07
500,6,18571,804,2014-11-06
1800,55,68616,1412,2014-11-06
1000,271,17547,1077,2014-11-05
665,-2,1100,896,2014-11-05
722,455,2493,926,2014-11-03
240,11,4046,1016,2014-11-03
800,107,19863,1350,2014-11-03
500,45,1730,1595,2014-11-02
200,20,2108,804,2014-11-02
3601,119,33173,2143,2014-11-01
225,2,7075,1747,2014-10-31
1255,33,5829,3392,2014-10-30
2500,160,51501,2112,2014-10-29
21,-1,48,1778,2014-10-29
4500,486,65809,2357,2014-10-29
120,-8,131,1931,2014-10-28
240,18,2718,2326,2014-10-28
499,48,12524,1108,2014-10-26
301,-3,1428,1016,2014-10-25
3050,396,157447,926,2014-10-25
2350,584,0,1534,2014-10-24
495,9,411,1350,2014-10-24
2300,308,39971,1931,2014-10-23
300,48,0,1350,2014-10-23
1800,51,28665,1716,2014-10-23
560,10,4565,1077,2014-10-23
3000,488,11632,926,2014-10-22
751,148,47848,1016,2014-10-22
230,3,603,1595,2014-10-21
81,5,211,1230,2014-10-20
405,2,9787,2143,2014-10-20
150,9,106,1291,2014-10-20
210,17,1641,1230,2014-10-20
400,-8,264,1747,2014-10-18
820,108,18460,985,2014-10-18
675,4,1862,6191,2014-10-17
1200,356,0,835,2014-10-15
6500,282,542,804,2014-10-14
5500,1019,67430,896,2014-10-14
1015,84,4818,1169,2014-10-14
280,66,11866,1016,2014-10-13
4605,380,3868,1595,2014-10-13
700,-1,0,957,2014-10-13
105,0,502,1747,2014-10-13
1850,-16,15160,3300,2014-10-13
505,209,5514,926,2014-10-12
250,5,234,865,2014-10-11
105,10,97,2599,2014-10-11
175,0,99,3208,2014-10-11
200,50,19631,985,2014-10-09
550,11,2442,1261,2014-10-09
325,-7,640,4914,2014-10-08
2000,-8,1365,1565,2014-10-08
2000,125,119208,957,2014-10-07
600,42,15628,865,2014-10-07
170,0,984,2204,2014-10-06
2000,41,349,4914,2014-10-05
1050,39,15537,1565,2014-10-05
125,-5,77,1200,2014-10-05
199,8,1324,835,2014-10-04
1800,39,649,1381,2014-10-04
3150,306,24133,1778,2014-10-04
1000,108,11971,835,2014-10-03
4000,106,35638,1138,2014-10-03
705,159,908,4030,2014-10-01
2500,51,3989,1350,2014-09-30
1299,101,19092,1261,2014-09-30
3000,737,90352,985,2014-09-30
3705,9,3170,3177,2014-09-28
236,-17,215,1261,2014-09-27
250,10,401,4060,2014-09-27
149,1,311,1381,2014-09-26
1003,107,10482,2265,2014-09-26
712,1,1030,1747,2014-09-25
2395,102,7188,1381,2014-09-25
2800,306,12428,2722,2014-09-22
500,2402,40077,1077,2014-09-21
945,12,1557,926,2014-09-20
2171,3,5176,8321,2014-09-20
600,31,6965,2357,2014-09-19
150,6,480,1839,2014-09-17
800,152,76146,926,2014-09-15
3800,193,20618,2081,2014-09-15
75,-6,483,2418,2014-09-15
505,26,3636,2903,2014-09-14
149,-3,391,2326,2014-09-14
150,-7,2934,1016,2014-09-13
350,10,921,1473,2014-09-13
2205,100,3286,957,2014-09-12
3600,1257,131487,1381,2014-09-12
2450,74,25272,2630,2014-09-11
450,-2,951,2538,2014-09-11
1500,361,5463,835,2014-09-10
3700,98,9561,6587,2014-09-10
3800,386,17486,2783,2014-09-09
2100,146,6199,2722,2014-09-09
1650,5,15246,1350,2014-09-09
349,19,664,835,2014-09-08
400,0,136,835,2014-09-07
149,0,93,1108,2014-09-07
199,7,3916,1016,2014-09-06
1200,30,8545,1230,2014-09-05
399,22,8013,865,2014-09-05
800,26,15872,1565,2014-09-05
235,14,1964,1047,2014-09-05
200,0,171,1381,2014-09-05
6000,330,1853,896,2014-09-05
1000,150,647,1626,2014-09-04
550,38,1702,1656,2014-09-03
800,23,12571,957,2014-09-02
3770,377,23256,1230,2014-09-01
665,27,1835,3300,2014-09-01
4000,169,82352,1656,2014-08-31
3250,403,19039,2477,2014-08-30
346,59,1387,2234,2014-08-29
4800,26,5131,3969,2014-08-29
255,2,1825,1169,2014-08-28
1500,-15,936,3665,2014-08-27
10000,1052,12494,1687,2014-08-27
155,5,965,1716,2014-08-27
4550,104,2156,1747,2014-08-26
199,7,95,1381,2014-08-25
465,27,1605,1473,2014-08-24
999,38,0,1595,2014-08-22
187,-4,456,2204,2014-08-22
175,315,30085,926,2014-08-21
3000,174,16471,1169,2014-08-20
60,1,143,1656,2014-08-20
5251,245,6144,1961,2014-08-19
2109,364,14091,1291,2014-08-19
1900,144,22617,1169,2014-08-19
1250,294,5288,1077,2014-08-17
9000,999,70973,1138,2014-08-15
50,70,3995,985,2014-08-15
6000,455,40578,1230,2014-08-14
650,-6,6713,1261,2014-08-11
3827,569,4670,985,2014-08-10
3100,0,463095,804,2014-08-10
1800,105,11616,1595,2014-08-09
420,291,1558,1534,2014-08-08
4500,390,17590,2296,2014-08-06
3500,216,1289,2234,2014-08-06
5000,547,15345,1595,2014-08-05
1350,58,0,1047,2014-08-03
115,-18,21694,957,2014-07-31
2051,1002,64041,1169,2014-07-29
597,8,8508,926,2014-07-29
600,14,2732,957,2014-07-28
5900,310,2184,2357,2014-07-27
550,22,15143,1291,2014-07-27
400,29,31180,1047,2014-07-27
7060,315,29967,2995,2014-07-26
232,56,490,957,2014-07-26
2000,284,9634,1016,2014-07-25
200,13,804,1381,2014-07-24
600,285,83936,896,2014-07-24
